code_iris,Animation,Commerces et services de proximité,Culture et loisirs,Enseignement,Espaces verts,Santé,Services,Sport,Sécurité,Tourisme,Transports,prix_m2_median,arrondissement
751114408.0,0.1780104712041885,0.1222707423580786,0.0,0.2222222222222222,0.0,0.40579710144927533,0.04516129032258064,0.025,0.0,0.05405405405405406,0.01904761904761905,10227.083333333334,11
751114409.0,0.17277486910994766,0.054273237679351216,0.0,0.25925925925925924,0.07142857142857142,0.178743961352657,0.04838709677419355,0.07500000000000001,0.0,0.11711711711711711,0.03333333333333334,10227.083333333334,11
751114410.0,0.13612565445026178,0.12351840299438553,0.0,0.0,0.0,0.178743961352657,0.035483870967741936,0.025,0.0,0.05405405405405406,0.07857142857142858,10227.083333333334,11
751114411.0,0.06282722513089006,0.043044291952588895,0.0,0.25925925925925924,0.14285714285714285,0.18840579710144928,0.02903225806451613,0.07500000000000001,0.25,0.018018018018018018,0.01666666666666667,10227.083333333334,11
751114412.0,0.09947643979057592,0.02994385527136619,0.0,0.07407407407407407,0.07142857142857142,0.10628019323671498,0.012903225806451613,0.0,0.0,0.018018018018018018,0.009523809523809525,10227.083333333334,11
751114413.0,0.08900523560209425,0.028696194635059263,0.0,0.14814814814814814,0.0,0.24154589371980675,0.04516129032258064,0.025,0.0,0.0,0.0071428571428571435,10227.083333333334,11
751124501.0,0.08376963350785341,0.024953212726138492,0.2857142857142857,0.2962962962962963,0.2857142857142857,0.06280193236714976,0.02258064516129032,0.25,0.0,0.018018018018018018,0.06666666666666668,9371.42857142857,12
751124502.0,0.17277486910994766,0.11728009981285091,0.0,0.18518518518518517,0.07142857142857142,0.27053140096618356,0.04516129032258064,0.0,0.0,0.08108108108108109,0.04285714285714286,9371.42857142857,12
751124503.0,0.02617801047120419,0.009981285090455396,0.0,0.037037037037037035,0.14285714285714285,0.11594202898550723,0.00967741935483871,0.0,0.0,0.0,0.014285714285714287,9371.42857142857,12
751124504.0,0.05235602094240838,0.017467248908296942,0.0,0.037037037037037035,0.0,0.12560386473429952,0.016129032258064516,0.125,0.0,0.02702702702702703,0.03333333333333334,9371.42857142857,12
751124505.0,0.010471204188481676,0.011228945726762321,0.0,0.0,0.0,0.1400966183574879,0.0064516129032258064,0.025,0.0,0.0,0.009523809523809525,9371.42857142857,12
751124506.0,0.015706806282722516,0.007485963817841547,0.0,0.037037037037037035,0.0,0.10144927536231883,0.01935483870967742,0.025,0.0,0.02702702702702703,0.011904761904761906,9371.42857142857,12
751124507.0,0.07329842931937174,0.016219588271990017,0.0,0.037037037037037035,0.07142857142857142,0.1111111111111111,0.02258064516129032,0.05,0.0,0.02702702702702703,0.01904761904761905,9371.42857142857,12
751124508.0,0.04712041884816754,0.01933873986275733,0.0,0.037037037037037035,0.0,0.10144927536231883,0.02258064516129032,0.05,0.0,0.009009009009009009,0.02142857142857143,9371.42857142857,12
751124509.0,0.05235602094240838,0.006238303181534623,0.0,0.1111111111111111,0.14285714285714285,0.2222222222222222,0.0064516129032258064,0.0,0.0,0.018018018018018018,0.009523809523809525,9371.42857142857,12
751124510.0,0.015706806282722516,0.009981285090455396,0.14285714285714285,0.1111111111111111,0.21428571428571427,0.033816425120772944,0.0032258064516129032,0.2,0.0,0.018018018018018018,0.045238095238095244,9371.42857142857,12
751124511.0,0.0,0.012476606363069246,0.0,0.1111111111111111,0.14285714285714285,0.19806763285024154,0.0032258064516129032,0.0,0.0,0.0,0.05476190476190477,9371.42857142857,12
751124512.0,0.09947643979057592,0.02744853399875234,0.0,0.0,0.0,0.21256038647342995,0.02258064516129032,0.0,0.0,0.11711711711711711,0.045238095238095244,9371.42857142857,12
751124513.0,0.05759162303664922,0.036805988771054274,0.14285714285714285,0.037037037037037035,0.14285714285714285,0.23188405797101447,0.02903225806451613,0.1,0.0,0.018018018018018018,0.011904761904761906,9371.42857142857,12
751124514.0,0.07853403141361257,0.041172800998128506,0.0,0.07407407407407407,0.0,0.1400966183574879,0.035483870967741936,0.0,0.0,0.07207207207207207,0.011904761904761906,9371.42857142857,12
751124577.0,0.020942408376963352,0.0012476606363069245,0.8571428571428571,0.1111111111111111,0.7142857142857142,0.0,0.0,0.25,0.0,0.0,0.15476190476190477,9371.42857142857,12
751124601.0,0.05759162303664922,0.026200873362445413,0.0,0.07407407407407407,0.14285714285714285,0.15458937198067632,0.0032258064516129032,0.05,0.0,0.02702702702702703,0.026190476190476195,9371.42857142857,12
751124602.0,0.05235602094240838,0.018714909544603867,0.0,0.0,0.07142857142857142,0.20289855072463767,0.012903225806451613,0.0,0.0,0.036036036036036036,0.02142857142857143,9371.42857142857,12
751124603.0,0.005235602094240838,0.006862133499688085,0.0,0.07407407407407407,0.07142857142857142,0.07246376811594203,0.00967741935483871,0.0,0.0,0.009009009009009009,0.014285714285714287,9371.42857142857,12
751124604.0,0.06282722513089006,0.020586400499064253,0.0,0.0,0.0,0.033816425120772944,0.0064516129032258064,0.0,0.0,0.018018018018018018,0.01666666666666667,9371.42857142857,12
751124605.0,0.07853403141361257,0.07860262008733625,0.0,0.1111111111111111,0.0,0.23671497584541062,0.041935483870967745,0.0,0.0,0.05405405405405406,0.05952380952380953,9371.42857142857,12
751124606.0,0.06282722513089006,0.0330630068621335,0.0,0.0,0.0,0.34782608695652173,0.05161290322580645,0.0,0.0,0.018018018018018018,0.03571428571428572,9371.42857142857,12
751124608.0,0.03664921465968587,0.029320024953212728,0.0,0.07407407407407407,0.0,0.17391304347826086,0.016129032258064516,0.0,0.0,0.04504504504504504,0.04047619047619048,9371.42857142857,12
751124609.0,0.04712041884816754,0.018091079226450407,0.0,0.1111111111111111,0.0,0.043478260869565216,0.012903225806451613,0.05,0.0,0.036036036036036036,0.03333333333333334,9371.42857142857,12
